FAC_NAME,DISTRICT,FACILITY,PHONE,BOX_NO,FAX,DIST_DHO,TIME,X,Y,CO_ORDINAT,NEAR_FAC,DATE_APPR,ROAD,NO_BED,OCCUP_RATE,DAT_CONSTR,FUNDEDBY,OWNER,POPULATION,NO_OP,NO_BIRTH_,PLAN_DHO,PLAN_MOW,DONATION,PERC_DONA,BUDG_APPRO,BUDG_ACT,COST_ACT,DIFFER_BY,REVENUE,FACODE,OBJECTID,IFDCMAP,LATITUDE,LONGITUDE,BUSI_DESCR,BUSI_NAME,ADDRESS,TA_VILLAGE,EPA,ID_ACC,POINTID
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","83",pnt_117,621373.00000000000,8482838.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Mvera Trading Centre,,,"328","328"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","84",pnt_117,601257.00000000000,8489930.00000000000,CHIPIKU STORES,CHIPIKU STORE,Dowa Boma,,,"329","329"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","85",pnt_117,579961.00000000000,8503824.00000000000,CHIPIKU STORES,CHIPIKU STORE,Mponela Trading Centre,,,"330","330"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","86",pnt_117,579804.00000000000,8504030.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Mponela Trading Centre,,,"331","331"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","87",pnt_117,565832.00000000000,8516370.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Madisi Trading Centre,,,"332","332"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","88",pnt_117,565516.00000000000,8516864.00000000000,CHIPIKU STORES,CHIPIKU STORE,Madisi Trading Centre,,,"333","333"
,Dowa,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","89",pnt_256,564950.00000000000,8484939.00000000000,AISAM,Slow_but_sure_Grocery_(Noel_Kamwendo),"Box_38,_Nambuma",Mtema,Ngwangwa,"334","334"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","90",pnt_467,555458.00000000000,8610166.00000000000,KULIMA_GOLD,KULIMA_GOLD,"Box_382,_Mzuzu",Nkhamenya,kaluluma,"335","335"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","91",pnt_468,555474.00000000000,8610116.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box1631,_lilongwe",Nkhamenya,kaluluma,"336","336"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","92",pnt_471,553164.00000000000,8595902.00000000000,FARMERS_WORLD,FARMERS_WORLD,"Box_1327,_kanengo",Khato,,"337","337"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","93",pnt_472,533581.00000000000,8582896.00000000000,FARMERS_WORLD,FARMERS_WORLD,P/A_Chulu,Chulu,chulu,"338","338"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","94",pnt_473,533547.00000000000,8582834.00000000000,AISAM,Kabiliti_grocery,"P/Bag_164,_Kasungu",Chulu,chulu,"339","339"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","95",pnt_475,574834.00000000000,8564072.00000000000,AISAM,Moses_Mhango,"P/Bag_28,Kasungu",Gogode,Kasungu_chipala,"340","340"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","96",pnt_476,574834.00000000000,8564072.00000000000,AISAM,K.J._Investiment,"P/bag_1,_Lilongwe",Wimbe,Chamama,"341","341"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","97",pnt_477,575309.00000000000,8564564.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Wimbe,Chamama,"342","342"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","98",pnt_478,586988.00000000000,8570748.00000000000,AISAM,F.K._Mwale,"Box_286,_Mtunthama",Wimbe,Chamama,"343","343"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","99",pnt_480,586697.00000000000,8570804.00000000000,AISAM,Alekeni_Store,"Box_457,_Mtunthama",Chamama,Chamama,"344","344"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","100",pnt_481,582883.00000000000,8571616.00000000000,AISAM,Msiyamo_Investiment,"Box_255, Kasungu",Wimbe,Chamama,"345","345"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","101",pnt_482,572936.00000000000,8549786.00000000000,AISAM,D.K.Mbewe,"Box_1,_Chilowa",Chalowa,Kasungu_chipala,"346","346"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","102",pnt_483,583282.00000000000,8551692.00000000000,AISAM,Mchotsanjala_Farming,"Box_225, Kasungu",Chilowa,Kasungu_chipala,"347","347"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","103",pnt_484,552027.00000000000,8557992.00000000000,AISAM,Carnac_International,"Box_4040, Lilongwe4",Kasungu_Boma,Kasungu_chipala,"348","348"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","104",pnt_485,552035.00000000000,8557992.00000000000,AISAM,Akonda_Trading,,Kasungu_Boma,Kasungu_chipala,"349","349"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","105",pnt_486,551963.00000000000,8558172.00000000000,KULIMA_GOLD,KULIMA_GOLD,,Kasungu_Boma,Kasungu_chipala,"350","350"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","106",pnt_487,551968.00000000000,8558562.00000000000,AISAM,M.Malata,,Kasungu_Boma,Kasungu_chipala,"351","351"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","107",pnt_488,552250.00000000000,8558314.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Kasungu_Boma,Kasungu_chipala,"352","352"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","108",pnt_489,552373.00000000000,8558388.00000000000,AISAM,CARI,,,,"353","353"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","109",pnt_490,552126.00000000000,8557974.00000000000,AISAM,Akonda_Trading,,Kasungu_Boma,Kasungu_chipala,"354","354"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","110",pnt_491,552040.00000000000,8557802.00000000000,AISAM,Mary_Kazombo,,Kasungu_Boma,Kasungu_chipala,"355","355"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","111",pnt_492,552260.00000000000,8559264.00000000000,NASFAM,NASFAM,,Kasungu_Boma,Kasungu_chipala,"356","356"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","112",pnt_494,555041.00000000000,8544092.00000000000,AISAM,Chibophi_trading,,Lisasadzi,lisasadzi,"357","357"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","113",pnt_495,554747.00000000000,8537622.00000000000,NASFAM,NASFAM,,Chinkhoma,lisasadzi,"358","358"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","114",pnt_497,542432.00000000000,8514722.00000000000,KULIMA_GOLD,KULIMA_GOLD,,Santhe,Santhe,"359","359"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","115",pnt_498,542385.00000000000,8514640.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Santhe,Santhe,"360","360"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","116",pnt_499,537257.00000000000,8499756.00000000000,AISAM,Owen_Theu,"Box_119,_Mkhota",Mkhota,Santhe,"361","361"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","117",pnt_1161,555433.00000000000,8610280.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Nkhamenya Trading Centre,,,"362","362"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","118",pnt_1162,555458.00000000000,8610350.00000000000,CHIPIKU STORES,CHIPIKU STORES,Nkhamenya Trading Centre,,,"363","363"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","119",pnt_1163,552192.00000000000,8558280.00000000000,CHIPIKU STORES,CHIPIKU STORES,Kasungu Boma,,,"364","364"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","120",pnt_1164,552133.00000000000,8558048.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,,,,"365","365"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","121",pnt_1165,574862.00000000000,8564132.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,,,,"366","366"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","122",pnt_1166,575088.00000000000,8564348.00000000000,CHIPIKU STORES,CHIPIKU STORES,,,,"367","367"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","123",pnt_1167,542330.00000000000,8514630.00000000000,MCCONELL & COMPANY,MCCONELL & COMPANY,Santhe Trading Centre,,,"368","368"
,Kasungu,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","124",pnt_1168,542307.00000000000,8514628.00000000000,CHIPIKU STORES,CHIPIKU STORES,Santhe Trading Centre,,,"369","369"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","125",pnt_5,583886.00000000000,8424619.00000000000,FARMERS_WORLD,FARMERS_WORLD,Mitundu_Depot,Masula,Mitundu,"370","370"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","126",pnt_10,569222.00000000000,8433251.00000000000,FARMERS_WORLD,FARMERS_WORLD,Malingunde_Depot,Masumbankhunda,Malingunde,"371","371"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","127",pnt_15,538426.00000000000,8449931.00000000000,FARMERS_WORLD,FARMERS_WORLD,Namitete_Depot,Kalolo,Chileka,"372","372"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","128",pnt_22,554463.00000000000,8465079.00000000000,FARMERS_WORLD,FARMERS_WORLD,Nsaru_Depot,Kabudula,Ukwe,"373","373"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","129",pnt_28,539539.00000000000,8477990.00000000000,FARMERS_WORLD,FARMERS_WORLD,Kasiya_Depot,Khongoni,Demela,"374","374"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","130",pnt_34,565031.00000000000,8484772.00000000000,FARMERS_WORLD,FARMERS_WORLD,Nambuma_Depot,Mtema,Ngwangwa,"375","375"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","131",pnt_48,594099.00000000000,8422957.00000000000,AISAM,K._S._Molande,Maluwa_Trading_Centre,Chadza,Mlomba,"376","376"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","132",pnt_49,584024.00000000000,8419335.00000000000,AISAM,T.Y._Chazama,"Box_149,_Mitundu",Chiseka,Mlomba,"377","377"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","133",pnt_50,583458.00000000000,8424324.00000000000,AISAM,Blackston_Chilanga,"Box_16,_Mitundu",Masula,Mitundu,"378","378"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","134",pnt_51,568296.00000000000,8417205.00000000000,AISAM,Deck_Gamiton,"Box_105,_Sinyala",Masula,Thawale,"379","379"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","135",pnt_52,568380.00000000000,8417365.00000000000,AISAM,Moyenda_Mayeso,"Box_105,_Sinyala",Kansitu_II,Thawale,"380","380"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","136",pnt_53,554660.00000000000,8437133.00000000000,AISAM,Brazilio_Mkalema_Kamsekelo,"Box_115,_Namitete",Masula,Ming'ongo,"381","381"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","137",pnt_54,539832.00000000000,8439483.00000000000,AISAM,Everson_Andrew_Kanyama,"Box_99,_Namitete",Kalolo_(Chawantha_Trading_Centre),Ming'ongo,"382","382"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","138",pnt_55,552016.00000000000,8449415.00000000000,AISAM,Keneth_Chidandale,"Box_28,_Mawelo",Malili,Ming'ongo,"383","383"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","139",pnt_56,571668.00000000000,8452464.00000000000,AISAM,A.R._Khunga,"Box_2108,_Lilongwe",Malili,Mpingu,"384","384"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","140",pnt_57,598001.00000000000,8443066.00000000000,AISAM,D._Chilomba,"Box_20,_Nathenje",Mazengela,Mpenu,"385","385"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","141",pnt_58,590873.00000000000,8435864.00000000000,AISAM,M.S._Chigumula,"Box_16,_Nathenje",Chadza,Mkwinda,"386","386"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","142",pnt_59,583677.00000000000,8428929.00000000000,AISAM,U.W._Sululu,"Box_14,_Mitundu",Chadza,Mitundu,"387","387"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","143",pnt_60,574077.00000000000,8469455.00000000000,AISAM,L.D._Stembo,"Box_1,_Mtedza",Ngwangwa_Village,Ngwangwa,"388","388"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","144",pnt_61,573564.00000000000,8468658.00000000000,AISAM,G.J._Mzunda,"Box_1,_Mtedza",Ngwangwa_Village,Ngwangwa,"389","389"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","145",pnt_62,567011.00000000000,8479185.00000000000,AISAM,Madalitso_Shop_(Makina_Kateketa),"Box_45,_Nambuma",Chiwoko_village,Ngwangwa,"390","390"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","146",pnt_63,564950.00000000000,8484939.00000000000,AISAM,Slow_but_sure_Grocery_(Noel_Kamwendo),"Box_38,_Nambuma",Mtema,Ngwangwa,"391","391"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","147",pnt_64,544917.00000000000,8494536.00000000000,AISAM,Rodrick_Chadza,"Box_114,_Malembo",Khongoni,Ntondo,"392","392"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","148",pnt_65,538166.00000000000,8486922.00000000000,AISAM,Padepot_General_Dealers_(Alex_Samuel),"Box_64,_Kasiya",Khongoni,Nthondo,"393","393"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","149",pnt_66,539533.00000000000,8477838.00000000000,AISAM,Yankho_Store_(M._Chaomba),"Box_119,_Kasiya",Khongoni,Demela,"394","394"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","150",pnt_67,540581.00000000000,8477516.00000000000,AISAM,B.J._Kampala,"Box_37,_Kasiya",Khongoni,Demela,"395","395"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","151",pnt_68,531832.00000000000,8471762.00000000000,AISAM,Yesu_Yankha_Store_McFord_Belium),"Box_34,_Kasiya",Khongoni,Demela,"396","396"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","152",pnt_69,544486.00000000000,8466865.00000000000,AISAM,Thithimule_Grocery_(Hardwell_Phiri),"Box_5,_Nsaru",Khongoni,Chilaza,"397","397"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","153",pnt_70,540467.00000000000,8467638.00000000000,AISAM,Njiru_zawo_grocery_(L.Y._Chale),"Box_18,_Kasiya",Khongoni,Chilaza,"398","398"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","154",pnt_71,542957.00000000000,8462600.00000000000,AISAM,Thandizo_Grocery_(Evason_mthunzi),"Box_22,_Namitete",Kalolo,Chileka,"399","399"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","155",pnt_72,548334.00000000000,8472210.00000000000,AISAM,Maupo_achedwetsa_(Bazale_Kathengo_Kajedula),"Box_20,_Nsaru",Kabudula,Demela,"400","400"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","156",pnt_73,549397.00000000000,8482283.00000000000,AISAM,Time_tells_Grocery_(Kubwalo_Kasunguausa_Chauma),"Box_64,_Kasiya_(Chikowa_trading_centre)",Kabudula,Nthondo,"401","401"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","157",pnt_74,589543.00000000000,8465703.00000000000,AISAM,Peoples_shopping_Centre_(Rodrick_M._Nkhoma),"Box_20007,_Kawale",Chimutu,Chiwamba,"402","402"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","158",pnt_75,600306.00000000000,8467935.00000000000,AISAM,Limbo_Investiments_(Mwansambo_Mabulex_Disembala),"Box_24,_Chiwamba",Chimutu,Chiwamba,"403","403"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","159",pnt_77,586549.00000000000,8464534.00000000000,YARA,YARA,Kanengo,Kanengo_Industrial_area,Chiwamba,"404","404"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","160",pnt_78,586400.00000000000,8464253.00000000000,ATC,ATC,Kanengo,Kanengo_Industrial_area,Chiwamba,"405","405"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","161",pnt_79,586450.00000000000,8463468.00000000000,Optchem,Optchem_Malawi,"Box_40446,_Kanengo",Kanengo_Industrial_area,Chiwamba,"406","406"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","162",pnt_80,585911.00000000000,8463679.00000000000,FARMERS_WORLD,FARMERS_WORLD,Kanengo,Kanengo_Industrial_area,Chiwamba,"407","407"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","163",pnt_81,585992.00000000000,8463624.00000000000,KULIMA_GOLD,KULIMA_GOLD,Kanengo,Kanengo_Industrial_area,Chiwamba,"408","408"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","164",pnt_82,586039.00000000000,8463476.00000000000,RAB_PROCESSORS,RAB_PROCESSORS,"Box_30806,_Lilongwe",Kanengo_Industrial_area,Chiwamba,"409","409"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","165",pnt_85,583872.00000000000,8453186.00000000000,ATC,ATC,Old_Town_Depot,Old_Town,Lilongwe_City,"410","410"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","166",pnt_87,583879.00000000000,8453401.00000000000,RAB_PROCESSORS,RAB_PROCESSORS,Old_Town_Depot,Bwalolanjobvu,Lilongwe_City,"411","411"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","167",pnt_88,583879.00000000000,8453401.00000000000,FARMERS_WORLD,FARMERS_WORLD,Old_Town_Depot,Bwalolanjobvu,Lilongwe_City,"412","412"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","168",pnt_89,583265.00000000000,8453696.00000000000,FARMERS_WORLD,FARMERS_WORLD,Area_4_Depot,Area_4,Lilongwe_City,"413","413"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","169",pnt_90,564945.00000000000,8484744.00000000000,AISAM,HKCB_Investiment,"Box_38,_nambuma",Nambuma,nambuwa,"414","414"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","170",pnt_91,565021.00000000000,8484746.00000000000,FARMERS_WORLD,FARMERS_WORLD,,Nambuma,Mndolera,"415","415"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","171",pnt_92,564983.00000000000,8484752.00000000000,CHIPIKU STORES,CHIPIKU_STORE,Nambuma_Trading_Centre,,,"416","416"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","172",pnt_93,565005.00000000000,8484736.00000000000,MCCONELL & COMPANY,MCCONELL_&_COMPANY,Nambuma_Trading_Centre,,,"417","417"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","173",pnt_94,598167.00000000000,8442718.00000000000,CHIPIKU STORES,CHIPIKU_STORE,Nathenje_Trading_Centre,Nathenje,Chitsime,"418","418"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","174",pnt_95,584029.00000000000,8425498.00000000000,CHIPIKU STORES,CHIPIKU_STORE,Mitundu_Trading_Centre,Mitundu,Mitundu,"419","419"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","175",pnt_96,582941.00000000000,8453714.00000000000,MCCONELL & COMPANY,MCCONELL_&_COMPANY,Lilongwe_City,,,"420","420"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","176",pnt_97,582976.00000000000,8454032.00000000000,METRO SHOP,METRO_SHOP,Lilongwe_City,,,"421","421"
,Lilongwe,,,,,,,0.000000,0.000000,,,,,"0","0",,,,"0","0","0","0","0",,"0",0.00,0.00,0.00,,0.00,"0","177",pnt_98,588252.00000000000,8451194.00000000000,CHIPIKU STORES,CHIPIKU_STORE,Lilongwe_A23,,,"422","422"
